filename,relative_path,split,label,frame_id,sequence_id_provisional,camera_group,camera_group_size,camera_group_confidence,grouping_method,camera_group_v1,camera_group_v2_manual_merge,camera_group_v2_merge_reason,enabled_for_cv
00303.jpg,初赛测试集/00303.jpg,test,,303,file_block_0001,camera_group_v2_0251,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0252,no,,yes
00304.jpg,初赛测试集/00304.jpg,test,,304,file_block_0001,camera_group_v2_0251,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0252,no,,yes
00305.jpg,初赛测试集/00305.jpg,test,,305,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00306.jpg,初赛测试集/00306.jpg,test,,306,file_block_0001,camera_group_v2_0252,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0253,no,,yes
00307.jpg,初赛测试集/00307.jpg,test,,307,file_block_0001,camera_group_v2_0253,3,high,top75_gray32_cosine_with_frame_gap,camera_group_0254,no,,yes
00308.jpg,初赛测试集/00308.jpg,test,,308,file_block_0001,camera_group_v2_0253,3,high,top75_gray32_cosine_with_frame_gap,camera_group_0254,no,,yes
00309.jpg,初赛测试集/00309.jpg,test,,309,file_block_0001,camera_group_v2_0253,3,high,top75_gray32_cosine_with_frame_gap,camera_group_0254,no,,yes
00310.jpg,初赛测试集/00310.jpg,test,,310,file_block_0001,camera_group_v2_0254,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0255,no,,yes
00311.jpg,初赛测试集/00311.jpg,test,,311,file_block_0001,camera_group_v2_0255,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0256,no,,yes
00312.jpg,初赛测试集/00312.jpg,test,,312,file_block_0001,camera_group_v2_0256,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0257,no,,yes
00313.jpg,初赛测试集/00313.jpg,test,,313,file_block_0001,camera_group_v2_0257,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0258,no,,yes
00314.jpg,初赛测试集/00314.jpg,test,,314,file_block_0001,camera_group_v2_0258,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0259,no,,yes
00315.jpg,初赛测试集/00315.jpg,test,,315,file_block_0001,camera_group_v2_0259,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0260,no,,yes
00316.jpg,初赛测试集/00316.jpg,test,,316,file_block_0001,camera_group_v2_0260,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0261,no,,yes
00317.jpg,初赛测试集/00317.jpg,test,,317,file_block_0001,camera_group_v2_0261,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0262,no,,yes
00318.jpg,初赛测试集/00318.jpg,test,,318,file_block_0001,camera_group_v2_0262,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0263,no,,yes
00319.jpg,初赛测试集/00319.jpg,test,,319,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00320.jpg,初赛测试集/00320.jpg,test,,320,file_block_0001,camera_group_v2_0263,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0264,no,,yes
00321.jpg,初赛测试集/00321.jpg,test,,321,file_block_0001,camera_group_v2_0264,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0265,no,,yes
00322.jpg,初赛测试集/00322.jpg,test,,322,file_block_0001,camera_group_v2_0265,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0266,no,,yes
00323.jpg,初赛测试集/00323.jpg,test,,323,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00324.jpg,初赛测试集/00324.jpg,test,,324,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00325.jpg,初赛测试集/00325.jpg,test,,325,file_block_0001,camera_group_v2_0266,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0267,no,,yes
00326.jpg,初赛测试集/00326.jpg,test,,326,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00327.jpg,初赛测试集/00327.jpg,test,,327,file_block_0001,camera_group_v2_0267,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0268,no,,yes
00328.jpg,初赛测试集/00328.jpg,test,,328,file_block_0001,camera_group_v2_0268,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0269,no,,yes
00329.jpg,初赛测试集/00329.jpg,test,,329,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00330.jpg,初赛测试集/00330.jpg,test,,330,file_block_0001,camera_group_v2_0269,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0270,no,,yes
00331.jpg,初赛测试集/00331.jpg,test,,331,file_block_0001,camera_group_v2_0270,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0271,no,,yes
00332.jpg,初赛测试集/00332.jpg,test,,332,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00333.jpg,初赛测试集/00333.jpg,test,,333,file_block_0001,camera_group_v2_0271,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0272,no,,yes
00334.jpg,初赛测试集/00334.jpg,test,,334,file_block_0001,camera_group_v2_0272,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0273,no,,yes
00335.jpg,初赛测试集/00335.jpg,test,,335,file_block_0001,camera_group_v2_0273,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0274,no,,yes
00336.jpg,初赛测试集/00336.jpg,test,,336,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00337.jpg,初赛测试集/00337.jpg,test,,337,file_block_0001,camera_group_v2_0274,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0275,no,,yes
00338.jpg,初赛测试集/00338.jpg,test,,338,file_block_0001,camera_group_v2_0275,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0276,no,,yes
00339.jpg,初赛测试集/00339.jpg,test,,339,file_block_0001,camera_group_v2_0276,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0277,no,,yes
00340.jpg,初赛测试集/00340.jpg,test,,340,file_block_0001,camera_group_v2_0277,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0278,no,,yes
00341.jpg,初赛测试集/00341.jpg,test,,341,file_block_0001,camera_group_v2_0278,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0279,no,,yes
00431.jpg,初赛测试集/00431.jpg,test,,431,file_block_0002,camera_group_v2_0279,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0280,no,,yes
00437.png,初赛测试集/00437.png,test,,437,file_block_0003,camera_group_v2_0280,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0281,no,,yes
00438.png,初赛测试集/00438.png,test,,438,file_block_0003,camera_group_v2_0281,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0282,no,,yes
00441.jpg,初赛测试集/00441.jpg,test,,441,file_block_0004,camera_group_v2_0282,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0283,no,,yes
00443.jpg,训练集/00443.jpg,train,有漂浮物,443,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00444.jpg,训练集/00444.jpg,train,有漂浮物,444,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00445.jpg,训练集/00445.jpg,train,有漂浮物,445,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00446.jpg,训练集/00446.jpg,train,有漂浮物,446,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00447.jpg,训练集/00447.jpg,train,有漂浮物,447,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00448.jpg,训练集/00448.jpg,train,有漂浮物,448,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00449.jpg,训练集/00449.jpg,train,有漂浮物,449,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00450.jpg,训练集/00450.jpg,train,有漂浮物,450,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00451.jpg,训练集/00451.jpg,train,有漂浮物,451,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00452.jpg,训练集/00452.jpg,train,有漂浮物,452,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00453.jpg,训练集/00453.jpg,train,有漂浮物,453,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00454.jpg,训练集/00454.jpg,train,有漂浮物,454,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00455.jpg,训练集/00455.jpg,train,有漂浮物,455,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00456.jpg,训练集/00456.jpg,train,有漂浮物,456,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00457.jpg,训练集/00457.jpg,train,有漂浮物,457,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00458.jpg,训练集/00458.jpg,train,有漂浮物,458,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00459.jpg,训练集/00459.jpg,train,有漂浮物,459,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00460.jpg,训练集/00460.jpg,train,有漂浮物,460,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00461.jpg,训练集/00461.jpg,train,有漂浮物,461,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00462.jpg,训练集/00462.jpg,train,有漂浮物,462,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00463.jpg,训练集/00463.jpg,train,有漂浮物,463,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00464.jpg,训练集/00464.jpg,train,有漂浮物,464,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00465.jpg,训练集/00465.jpg,train,有漂浮物,465,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00466.jpg,训练集/00466.jpg,train,有漂浮物,466,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00467.jpg,训练集/00467.jpg,train,有漂浮物,467,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00468.jpg,训练集/00468.jpg,train,有漂浮物,468,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00469.jpg,训练集/00469.jpg,train,有漂浮物,469,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00470.jpg,训练集/00470.jpg,train,有漂浮物,470,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00471.jpg,训练集/00471.jpg,train,有漂浮物,471,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00472.jpg,训练集/00472.jpg,train,有漂浮物,472,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00473.jpg,训练集/00473.jpg,train,有漂浮物,473,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00474.jpg,训练集/00474.jpg,train,有漂浮物,474,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00475.jpg,训练集/00475.jpg,train,有漂浮物,475,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00476.jpg,训练集/00476.jpg,train,有漂浮物,476,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00477.jpg,训练集/00477.jpg,train,有漂浮物,477,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00478.jpg,训练集/00478.jpg,train,有漂浮物,478,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00479.jpg,训练集/00479.jpg,train,有漂浮物,479,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00480.jpg,训练集/00480.jpg,train,有漂浮物,480,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00481.jpg,训练集/00481.jpg,train,有漂浮物,481,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00482.jpg,训练集/00482.jpg,train,有漂浮物,482,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00483.jpg,训练集/00483.jpg,train,有漂浮物,483,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00484.jpg,训练集/00484.jpg,train,有漂浮物,484,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00485.jpg,训练集/00485.jpg,train,有漂浮物,485,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00486.jpg,训练集/00486.jpg,train,有漂浮物,486,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00487.jpg,训练集/00487.jpg,train,有漂浮物,487,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00488.jpg,训练集/00488.jpg,train,有漂浮物,488,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00489.jpg,训练集/00489.jpg,train,有漂浮物,489,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00490.jpg,训练集/00490.jpg,train,有漂浮物,490,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00491.jpg,训练集/00491.jpg,train,有漂浮物,491,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00492.jpg,训练集/00492.jpg,train,有漂浮物,492,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00493.jpg,训练集/00493.jpg,train,有漂浮物,493,file_block_0005,camera_group_v2_0283,51,medium,top75_gray32_cosine_with_frame_gap,camera_group_0284,no,,yes
00494.jpg,训练集/00494.jpg,train,有漂浮物,494,file_block_0005,camera_group_v2_0284,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0285,no,,yes
00495.jpg,训练集/00495.jpg,train,有漂浮物,495,file_block_0005,camera_group_v2_0285,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0286,no,,yes
00496.jpg,训练集/00496.jpg,train,有漂浮物,496,file_block_0005,camera_group_v2_0286,3,medium,top75_gray32_cosine_with_frame_gap,camera_group_0287,no,,yes
00497.jpg,训练集/00497.jpg,train,有漂浮物,497,file_block_0005,camera_group_v2_0287,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0288,no,,yes
00498.jpg,训练集/00498.jpg,train,有漂浮物,498,file_block_0005,camera_group_v2_0287,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0288,no,,yes
00499.jpg,训练集/00499.jpg,train,有漂浮物,499,file_block_0005,camera_group_v2_0286,3,medium,top75_gray32_cosine_with_frame_gap,camera_group_0287,no,,yes
00500.jpg,训练集/00500.jpg,train,有漂浮物,500,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00501.jpg,训练集/00501.jpg,train,有漂浮物,501,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00502.jpg,训练集/00502.jpg,train,有漂浮物,502,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00503.jpg,训练集/00503.jpg,train,有漂浮物,503,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00504.jpg,训练集/00504.jpg,train,有漂浮物,504,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00505.jpg,训练集/00505.jpg,train,有漂浮物,505,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00506.jpg,训练集/00506.jpg,train,有漂浮物,506,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00507.jpg,训练集/00507.jpg,train,有漂浮物,507,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00508.jpg,训练集/00508.jpg,train,有漂浮物,508,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00509.jpg,训练集/00509.jpg,train,有漂浮物,509,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00510.jpg,训练集/00510.jpg,train,有漂浮物,510,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00511.jpg,训练集/00511.jpg,train,有漂浮物,511,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00512.jpg,训练集/00512.jpg,train,有漂浮物,512,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00513.jpg,训练集/00513.jpg,train,有漂浮物,513,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00514.jpg,训练集/00514.jpg,train,有漂浮物,514,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00515.jpg,训练集/00515.jpg,train,有漂浮物,515,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00516.jpg,训练集/00516.jpg,train,有漂浮物,516,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00517.jpg,训练集/00517.jpg,train,有漂浮物,517,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00518.jpg,训练集/00518.jpg,train,有漂浮物,518,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00519.jpg,训练集/00519.jpg,train,有漂浮物,519,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00520.jpg,训练集/00520.jpg,train,有漂浮物,520,file_block_0005,camera_group_v2_0288,21,medium,top75_gray32_cosine_with_frame_gap,camera_group_0289,no,,yes
00521.jpg,训练集/00521.jpg,train,有漂浮物,521,file_block_0005,camera_group_v2_0289,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0290,no,,yes
00522.jpg,训练集/00522.jpg,train,有漂浮物,522,file_block_0005,camera_group_v2_0289,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0290,no,,yes
00523.jpg,训练集/00523.jpg,train,有漂浮物,523,file_block_0005,camera_group_v2_0290,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0291,no,,yes
00524.jpg,训练集/00524.jpg,train,有漂浮物,524,file_block_0005,camera_group_v2_0286,3,medium,top75_gray32_cosine_with_frame_gap,camera_group_0287,no,,yes
00525.jpg,训练集/00525.jpg,train,有漂浮物,525,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00526.jpg,训练集/00526.jpg,train,有漂浮物,526,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00527.jpg,训练集/00527.jpg,train,有漂浮物,527,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00528.jpg,训练集/00528.jpg,train,有漂浮物,528,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00529.jpg,训练集/00529.jpg,train,有漂浮物,529,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00530.jpg,训练集/00530.jpg,train,有漂浮物,530,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00531.jpg,训练集/00531.jpg,train,有漂浮物,531,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00532.jpg,训练集/00532.jpg,train,有漂浮物,532,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00533.jpg,训练集/00533.jpg,train,有漂浮物,533,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00534.jpg,训练集/00534.jpg,train,有漂浮物,534,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00535.jpg,训练集/00535.jpg,train,有漂浮物,535,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00536.jpg,训练集/00536.jpg,train,有漂浮物,536,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00537.jpg,训练集/00537.jpg,train,有漂浮物,537,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00538.jpg,训练集/00538.jpg,train,有漂浮物,538,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00539.jpg,训练集/00539.jpg,train,有漂浮物,539,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00540.jpg,训练集/00540.jpg,train,有漂浮物,540,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00541.jpg,训练集/00541.jpg,train,有漂浮物,541,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00542.jpg,训练集/00542.jpg,train,有漂浮物,542,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00543.jpg,训练集/00543.jpg,train,有漂浮物,543,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00544.jpg,训练集/00544.jpg,train,有漂浮物,544,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00545.jpg,训练集/00545.jpg,train,有漂浮物,545,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00546.jpg,训练集/00546.jpg,train,有漂浮物,546,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00547.jpg,训练集/00547.jpg,train,有漂浮物,547,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00548.jpg,训练集/00548.jpg,train,有漂浮物,548,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00549.jpg,训练集/00549.jpg,train,有漂浮物,549,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00550.jpg,训练集/00550.jpg,train,有漂浮物,550,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00551.jpg,训练集/00551.jpg,train,有漂浮物,551,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00552.jpg,训练集/00552.jpg,train,有漂浮物,552,file_block_0005,camera_group_v2_0291,28,medium,top75_gray32_cosine_with_frame_gap,camera_group_0292,no,,yes
00553.jpg,训练集/00553.jpg,train,有漂浮物,553,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00554.jpg,训练集/00554.jpg,train,有漂浮物,554,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00555.jpg,训练集/00555.jpg,train,有漂浮物,555,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00556.jpg,训练集/00556.jpg,train,有漂浮物,556,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00557.jpg,训练集/00557.jpg,train,有漂浮物,557,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00558.jpg,训练集/00558.jpg,train,有漂浮物,558,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00559.jpg,训练集/00559.jpg,train,有漂浮物,559,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00560.jpg,训练集/00560.jpg,train,有漂浮物,560,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00561.jpg,训练集/00561.jpg,train,有漂浮物,561,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00562.jpg,训练集/00562.jpg,train,有漂浮物,562,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00563.jpg,训练集/00563.jpg,train,有漂浮物,563,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
00564.jpg,训练集/00564.jpg,train,有漂浮物,564,file_block_0005,camera_group_v2_0292,29,medium,top75_gray32_cosine_with_frame_gap,camera_group_0293,no,,yes
