filename,camera_group,frame_id,support_count,query_true_label,query_true_id,base_pred,base_pred_id,prior_0p0,prior_0p0_id,prior_0p05,prior_0p05_id,prior_0p1,prior_0p1_id,prior_0p2,prior_0p2_id,prior_0p3,prior_0p3_id
00934.jpg,camera_group_v2_0321,934,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00935.jpg,camera_group_v2_0321,935,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00936.jpg,camera_group_v2_0321,936,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00937.jpg,camera_group_v2_0321,937,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00938.jpg,camera_group_v2_0321,938,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00939.jpg,camera_group_v2_0321,939,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00940.jpg,camera_group_v2_0321,940,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00941.jpg,camera_group_v2_0321,941,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00942.jpg,camera_group_v2_0321,942,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00943.jpg,camera_group_v2_0321,943,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00944.jpg,camera_group_v2_0321,944,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00945.jpg,camera_group_v2_0321,945,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00946.jpg,camera_group_v2_0321,946,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00947.jpg,camera_group_v2_0321,947,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00948.jpg,camera_group_v2_0321,948,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00949.jpg,camera_group_v2_0321,949,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00950.jpg,camera_group_v2_0321,950,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00951.jpg,camera_group_v2_0321,951,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00952.jpg,camera_group_v2_0321,952,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00953.jpg,camera_group_v2_0321,953,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00954.jpg,camera_group_v2_0321,954,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00955.jpg,camera_group_v2_0321,955,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00956.jpg,camera_group_v2_0321,956,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00957.jpg,camera_group_v2_0321,957,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00958.jpg,camera_group_v2_0321,958,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00959.jpg,camera_group_v2_0321,959,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00960.jpg,camera_group_v2_0321,960,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00961.jpg,camera_group_v2_0321,961,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00962.jpg,camera_group_v2_0321,962,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00963.jpg,camera_group_v2_0321,963,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00964.jpg,camera_group_v2_0321,964,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00965.jpg,camera_group_v2_0321,965,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00966.jpg,camera_group_v2_0321,966,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00967.jpg,camera_group_v2_0321,967,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00968.jpg,camera_group_v2_0321,968,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00969.jpg,camera_group_v2_0321,969,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00970.jpg,camera_group_v2_0321,970,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00971.jpg,camera_group_v2_0321,971,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00972.jpg,camera_group_v2_0321,972,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00979.jpg,camera_group_v2_0321,979,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00980.jpg,camera_group_v2_0321,980,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00981.jpg,camera_group_v2_0321,981,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00982.jpg,camera_group_v2_0321,982,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00983.jpg,camera_group_v2_0321,983,84,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00910.jpg,camera_group_v2_0322,910,10,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00911.jpg,camera_group_v2_0322,911,10,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00912.jpg,camera_group_v2_0322,912,10,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00913.jpg,camera_group_v2_0322,913,10,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00914.jpg,camera_group_v2_0322,914,10,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00915.jpg,camera_group_v2_0322,915,10,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00976.jpg,camera_group_v2_0326,976,2,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
00977.jpg,camera_group_v2_0326,977,2,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01024.jpg,camera_group_v2_0328,1024,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01025.jpg,camera_group_v2_0328,1025,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01026.jpg,camera_group_v2_0328,1026,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01027.jpg,camera_group_v2_0328,1027,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01028.jpg,camera_group_v2_0328,1028,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01029.jpg,camera_group_v2_0328,1029,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01030.jpg,camera_group_v2_0328,1030,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01031.jpg,camera_group_v2_0328,1031,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01032.jpg,camera_group_v2_0328,1032,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01033.jpg,camera_group_v2_0328,1033,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01034.jpg,camera_group_v2_0328,1034,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01035.jpg,camera_group_v2_0328,1035,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01036.jpg,camera_group_v2_0328,1036,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01037.jpg,camera_group_v2_0328,1037,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01038.jpg,camera_group_v2_0328,1038,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01039.jpg,camera_group_v2_0328,1039,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01040.jpg,camera_group_v2_0328,1040,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01041.jpg,camera_group_v2_0328,1041,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01042.jpg,camera_group_v2_0328,1042,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01043.jpg,camera_group_v2_0328,1043,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01044.jpg,camera_group_v2_0328,1044,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01045.jpg,camera_group_v2_0328,1045,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01046.jpg,camera_group_v2_0328,1046,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01047.jpg,camera_group_v2_0328,1047,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01048.jpg,camera_group_v2_0328,1048,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01049.jpg,camera_group_v2_0328,1049,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01050.jpg,camera_group_v2_0328,1050,40,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01062.jpg,camera_group_v2_0329,1062,11,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01063.jpg,camera_group_v2_0329,1063,11,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01064.jpg,camera_group_v2_0329,1064,11,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01065.jpg,camera_group_v2_0329,1065,11,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01066.jpg,camera_group_v2_0329,1066,11,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01067.jpg,camera_group_v2_0329,1067,11,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01068.jpg,camera_group_v2_0329,1068,11,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01074.jpg,camera_group_v2_0330,1074,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01075.jpg,camera_group_v2_0330,1075,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01076.jpg,camera_group_v2_0330,1076,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01083.jpg,camera_group_v2_0332,1083,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01084.jpg,camera_group_v2_0332,1084,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01085.jpg,camera_group_v2_0332,1085,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01092.jpg,camera_group_v2_0334,1092,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01093.jpg,camera_group_v2_0334,1093,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01094.jpg,camera_group_v2_0334,1094,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01095.jpg,camera_group_v2_0334,1095,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01123.jpg,camera_group_v2_0339,1123,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01134.jpg,camera_group_v2_0339,1134,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01135.jpg,camera_group_v2_0339,1135,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01136.jpg,camera_group_v2_0339,1136,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01137.jpg,camera_group_v2_0339,1137,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01138.jpg,camera_group_v2_0339,1138,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01139.jpg,camera_group_v2_0339,1139,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01140.jpg,camera_group_v2_0339,1140,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01141.jpg,camera_group_v2_0339,1141,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01142.jpg,camera_group_v2_0339,1142,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01143.jpg,camera_group_v2_0339,1143,16,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01130.jpg,camera_group_v2_0344,1130,6,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01131.jpg,camera_group_v2_0344,1131,6,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01132.jpg,camera_group_v2_0344,1132,6,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01133.jpg,camera_group_v2_0344,1133,6,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01146.jpg,camera_group_v2_0345,1146,2,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01147.jpg,camera_group_v2_0345,1147,2,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01153.jpg,camera_group_v2_0346,1153,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01154.jpg,camera_group_v2_0346,1154,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01155.jpg,camera_group_v2_0346,1155,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01156.jpg,camera_group_v2_0346,1156,5,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01159.jpg,camera_group_v2_0347,1159,2,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01160.jpg,camera_group_v2_0347,1160,2,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01166.jpg,camera_group_v2_0348,1166,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01167.jpg,camera_group_v2_0348,1167,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01168.jpg,camera_group_v2_0348,1168,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01179.jpg,camera_group_v2_0354,1179,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01180.jpg,camera_group_v2_0354,1180,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01181.jpg,camera_group_v2_0354,1181,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01196.jpg,camera_group_v2_0356,1196,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01199.jpg,camera_group_v2_0356,1199,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01203.jpg,camera_group_v2_0356,1203,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01204.jpg,camera_group_v2_0356,1204,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01205.jpg,camera_group_v2_0356,1205,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01206.jpg,camera_group_v2_0356,1206,8,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01211.jpg,camera_group_v2_0367,1211,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01212.jpg,camera_group_v2_0367,1212,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01219.jpg,camera_group_v2_0369,1219,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01220.jpg,camera_group_v2_0369,1220,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01221.jpg,camera_group_v2_0369,1221,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01235.jpg,camera_group_v2_0370,1235,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01236.jpg,camera_group_v2_0370,1236,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01237.jpg,camera_group_v2_0370,1237,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01238.jpg,camera_group_v2_0370,1238,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01239.jpg,camera_group_v2_0370,1239,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01240.jpg,camera_group_v2_0370,1240,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01241.jpg,camera_group_v2_0370,1241,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
01242.jpg,camera_group_v2_0370,1242,13,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
02056.jpg,camera_group_v2_0434,2056,4,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0
02057.jpg,camera_group_v2_0434,2057,4,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0
02078.jpg,camera_group_v2_0438,2078,9,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
02079.jpg,camera_group_v2_0438,2079,9,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
02080.jpg,camera_group_v2_0438,2080,9,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
02085.jpg,camera_group_v2_0438,2085,9,乱占,3,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4,有漂浮物,4
02086.jpg,camera_group_v2_0438,2086,9,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
02087.jpg,camera_group_v2_0438,2087,9,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
02106.jpg,camera_group_v2_0449,2106,9,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2
02107.jpg,camera_group_v2_0449,2107,9,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2
02108.jpg,camera_group_v2_0449,2108,9,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2
02109.jpg,camera_group_v2_0449,2109,9,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2
02110.jpg,camera_group_v2_0449,2110,9,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2
02111.jpg,camera_group_v2_0449,2111,9,正常,5,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2,乱堆,2
02118.jpg,camera_group_v2_0450,2118,6,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
02119.jpg,camera_group_v2_0450,2119,6,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
02120.jpg,camera_group_v2_0450,2120,6,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
02121.jpg,camera_group_v2_0450,2121,6,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
02125.jpg,camera_group_v2_0452,2125,2,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0
02126.jpg,camera_group_v2_0452,2126,2,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0,乱采,0
02132.jpg,camera_group_v2_0453,2132,5,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
02133.jpg,camera_group_v2_0453,2133,5,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3,乱占,3
