filename,relative_path,original_label,reviewed_label,alternate_label,sequence_id,scene_id,source_type,confidence,reasons,priority,review_status,review_notes,evidence_scale,evidence_location
00681.jpg,训练集/00681.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00700.jpg,训练集/00700.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00701.jpg,训练集/00701.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00753.jpg,训练集/00753.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00754.jpg,训练集/00754.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00824.jpg,训练集/00824.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00825.jpg,训练集/00825.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00829.jpg,训练集/00829.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00830.jpg,训练集/00830.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00831.jpg,训练集/00831.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00832.jpg,训练集/00832.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00833.jpg,训练集/00833.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00851.jpg,训练集/00851.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00852.jpg,训练集/00852.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00872.jpg,训练集/00872.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00874.jpg,训练集/00874.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00877.jpg,训练集/00877.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00879.jpg,训练集/00879.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00889.jpg,训练集/00889.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00890.jpg,训练集/00890.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00892.jpg,训练集/00892.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00893.jpg,训练集/00893.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00894.jpg,训练集/00894.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00895.jpg,训练集/00895.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00907.jpg,训练集/00907.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00908.jpg,训练集/00908.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00925.jpg,训练集/00925.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00927.jpg,训练集/00927.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00928.jpg,训练集/00928.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00929.jpg,训练集/00929.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00935.jpg,训练集/00935.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00936.jpg,训练集/00936.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00944.jpg,训练集/00944.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00945.jpg,训练集/00945.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00964.jpg,训练集/00964.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
00965.jpg,训练集/00965.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01109.jpg,训练集/01109.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01110.jpg,训练集/01110.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01112.jpg,训练集/01112.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01113.jpg,训练集/01113.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01114.jpg,训练集/01114.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01126.jpg,训练集/01126.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01127.jpg,训练集/01127.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01129.jpg,训练集/01129.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01145.jpg,训练集/01145.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01146.jpg,训练集/01146.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01147.jpg,训练集/01147.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01148.jpg,训练集/01148.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01149.jpg,训练集/01149.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01210.jpg,训练集/01210.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01211.jpg,训练集/01211.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01215.jpg,训练集/01215.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01216.jpg,训练集/01216.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01225.jpg,训练集/01225.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01227.jpg,训练集/01227.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01228.jpg,训练集/01228.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01231.jpg,训练集/01231.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
01233.jpg,训练集/01233.jpg,有漂浮物,,,file_block_0005,file_block_0005,filename_contiguous_block_provisional,low,near_duplicate_candidate,2,pending_manual_review,,,
